Pokedex Id,Name,Classification,Alternate Form Name,Group,Height,Weight,Primary Type,Secondary Type,Primary Ability,Secondary Ability,Hidden Ability,Male Ratio,Female Ratio,HP,Attack,Defense,SpAtk,SpDef,Speed,BST,CatchRate,Experience Growth Rate,Experience Growth Points Total,Egg Group,Evolution Details,Original Name
496,Servine,Grass Snake Pokémon,None,Starter,0.8,16.0,Grass,None,Overgrow,None,Contrary,87.5,12.5,60,60,75,60,75,83,413,45,Medium Slow,1059860,Field,Level 17,Servine
497,Serperior,Regal Pokémon,None,Starter,3.3,63.0,Grass,None,Overgrow,None,Contrary,87.5,12.5,75,75,95,75,95,113,528,45,Medium Slow,1059860,Field,Level 36,Serperior
498,Tepig,Fire Pig Pokémon,None,Starter,0.5,9.9,Fire,None,Blaze,None,Thick Fat,87.5,12.5,65,63,45,45,45,45,308,45,Medium Slow,1059860,Field,No Evolution,Tepig
499,Pignite,Fire Pig Pokémon,None,Starter,1.0,55.5,Fire,Fighting,Blaze,None,Thick Fat,87.5,12.5,90,93,55,70,55,55,418,45,Medium Slow,1059860,Field,Level 17,Pignite
500,Emboar,Mega Fire Pig Pokémon,None,Starter,1.6,150.0,Fire,Fighting,Blaze,None,Reckless,87.5,12.5,110,123,65,100,65,65,528,45,Medium Slow,1059860,Field,Level 36,Emboar
501,Oshawott,Sea Otter Pokémon,None,Starter,0.5,5.9,Water,None,Torrent,None,Shell Armor,87.5,12.5,55,55,45,63,45,45,308,45,Medium Slow,1059860,Field,No Evolution,Oshawott
502,Dewott,Discipline Pokémon,None,Starter,0.8,24.5,Water,None,Torrent,None,Shell Armor,87.5,12.5,75,75,60,83,60,60,413,45,Medium Slow,1059860,Field,Level 17,Dewott
503,Samurott,Formidable Pokémon,None,Starter,1.5,94.6,Water,None,Torrent,None,Shell Armor,87.5,12.5,95,100,85,108,70,70,528,45,Medium Slow,1059860,Field,Level 36,Samurott
503,Samurott (Hisui),Formidable Pokémon,Hisui,Starter,1.5,58.2,Water,Dark,Torrent,None,Sharpness,87.5,12.5,90,108,80,100,65,85,528,55,Medium Slow,1059860,Field,Level 36 in Hisui,Samurott
504,Patrat,Scout Pokémon,None,,0.5,11.6,Normal,None,Run Away,Keen Eye,Analytic,50.0,50.0,45,55,39,35,39,42,255,255,Medium Fast,1000000,Field,No Evolution,Patrat
505,Watchog,Lookout Pokémon,None,,1.1,27.0,Normal,None,Illuminate,Keen Eye,Analytic,50.0,50.0,60,85,69,60,69,77,420,255,Medium Fast,1000000,Field,Level 20,Watchog
506,Lillipup,Puppy Pokémon,None,,0.4,4.1,Normal,None,Vital Spirit,Pickup,Run Away,50.0,50.0,45,60,45,25,45,55,275,255,Medium Slow,1059860,Field,No Evolution,Lillipup
507,Herdier,Loyal Dog Pokémon,None,,0.9,14.7,Normal,None,Intimidate,Sand Rush,Scrappy,50.0,50.0,65,80,65,35,65,60,370,120,Medium Slow,1059860,Field,Level 16,Herdier
508,Stoutland,Big-Hearted Pokémon,None,,1.2,61.0,Normal,None,Intimidate,Sand Rush,Scrappy,50.0,50.0,85,110,90,45,90,80,500,45,Medium Slow,1059860,Field,Level 32,Stoutland
509,Purrloin,Devious Pokémon,None,,0.4,10.1,Dark,None,Limber,Unburden,Prankster,50.0,50.0,41,50,37,50,37,66,281,255,Medium Fast,1000000,Field,No Evolution,Purrloin
510,Liepard,Cruel Pokémon,None,,1.1,37.5,Dark,None,Limber,Unburden,Prankster,50.0,50.0,64,88,50,88,50,106,446,90,Medium Fast,1000000,Field,Level 20,Liepard
511,Pansage,Grass Monkey Pokémon,None,,0.6,10.5,Grass,None,Gluttony,None,Overgrow,87.5,12.5,50,53,48,53,48,64,316,190,Medium Fast,1000000,Field,No Evolution,Pansage
512,Simisage,Thorn Monkey Pokémon,None,,1.1,30.5,Grass,None,Gluttony,None,Overgrow,87.5,12.5,75,98,63,98,63,101,498,75,Medium Fast,1000000,Field,Leaf Stone,Simisage
513,Pansear,High Temp Pokémon,None,,0.6,11.0,Fire,None,Gluttony,None,Blaze,87.5,12.5,50,53,48,53,48,64,316,190,Medium Fast,1000000,Field,No Evolution,Pansear
514,Simisear,Ember Pokémon,None,,1.0,28.0,Fire,None,Gluttony,None,Blaze,87.5,12.5,75,98,63,98,63,101,498,75,Medium Fast,1000000,Field,Fire Stone,Simisear
515,Panpour,Spray Pokémon,None,,0.6,13.5,Water,None,Gluttony,None,Torrent,87.5,12.5,50,53,48,53,48,64,316,190,Medium Fast,1000000,Field,No Evolution,Panpour
516,Simipour,Geyser Pokémon,None,,1.0,29.0,Water,None,Gluttony,None,Torrent,87.5,12.5,75,98,63,98,63,101,498,75,Medium Fast,1000000,Field,Water Stone,Simipour
517,Munna,Dream Eater Pokémon,None,,0.6,23.3,Psychic,None,Forewarn,Synchronize,Telepathy,50.0,50.0,76,25,45,67,55,24,292,190,Fast,800000,Field,No Evolution,Munna
518,Musharna,Drowsing Pokémon,None,,1.1,60.5,Psychic,None,Forewarn,Synchronize,Telepathy,50.0,50.0,116,55,85,107,95,29,487,75,Fast,800000,Field,Moon Stone,Musharna
519,Pidove,Tiny Pigeon Pokémon,None,,0.3,2.1,Normal,Flying,Big Pecks,Super Luck,Rivalry,50.0,50.0,50,55,50,36,30,43,264,255,Medium Slow,1059860,Flying,No Evolution,Pidove
520,Tranquill,Wild Pigeon Pokémon,None,,0.6,15.0,Normal,Flying,Big Pecks,Super Luck,Rivalry,50.0,50.0,62,77,62,50,42,65,358,120,Medium Slow,1059860,Flying,Level 21,Tranquill
521,Unfezant,Proud Pokémon,None,,1.2,29.0,Normal,Flying,Big Pecks,Super Luck,Rivalry,50.0,50.0,80,115,80,65,55,93,488,45,Medium Slow,1059860,Flying,Level 32,Unfezant
522,Blitzle,Electrified Pokémon,None,,0.8,29.8,Electric,None,Lightning Rod,Motor Drive,Sap Sipper,50.0,50.0,45,60,32,50,32,76,295,190,Medium Fast,1000000,Field,No Evolution,Blitzle
523,Zebstrika,Thunderbolt Pokémon,None,,1.6,79.5,Electric,None,Lightning Rod,Motor Drive,Sap Sipper,50.0,50.0,75,100,63,80,63,116,497,75,Medium Fast,1000000,Field,Level 27,Zebstrika
524,Roggenrola,Mantle Pokémon,None,,0.4,18.0,Rock,None,Sturdy,Weak Armor,Sand Force,50.0,50.0,55,75,85,25,25,15,280,255,Medium Slow,1059860,Mineral,No Evolution,Roggenrola
525,Boldore,Ore Pokémon,None,,0.9,102.0,Rock,None,Sturdy,Weak Armor,Sand Force,50.0,50.0,70,105,105,50,40,20,390,120,Medium Slow,1059860,Mineral,Level 25,Boldore
526,Gigalith,Compressed Pokémon,None,,1.7,260.0,Rock,None,Sturdy,Sand Stream,Sand Force,50.0,50.0,85,135,130,60,80,25,515,45,Medium Slow,1059860,Mineral,No Evolution,Gigalith
527,Woobat,Bat Pokémon,None,,0.4,2.1,Psychic,Flying,Unaware,Klutz,Simple,50.0,50.0,65,45,43,55,43,72,323,190,Medium Fast,1000000,Field,No Evolution,Woobat
528,Swoobat,Courting Pokémon,None,,0.9,10.5,Psychic,Flying,Unaware,Klutz,Simple,50.0,50.0,67,57,55,77,55,114,425,45,Medium Fast,1000000,Field,No Evolution,Swoobat
529,Drilbur,Mole Pokémon,None,,0.3,8.5,Ground,None,Sand Rush,Sand Force,Mold Breaker,50.0,50.0,60,85,40,30,45,68,328,120,Medium Fast,1000000,Field,No Evolution,Drilbur
530,Excadrill,Subterrene Pokémon,None,,0.7,40.4,Ground,Steel,Sand Rush,Sand Force,Mold Breaker,50.0,50.0,110,135,60,50,65,88,508,60,Medium Fast,1000000,Field,Level 31,Excadrill
531,Audino,Hearing Pokémon,None,,1.1,31.0,Normal,None,Healer,Regenerator,Klutz,50.0,50.0,103,60,86,60,86,50,445,255,Fast,800000,Fairy,No Evolution,Audino
531,Audino (Mega),Hearing Pokémon,Mega,,1.5,32.0,Normal,Fairy,Healer,None,None,50.0,50.0,103,60,126,80,126,50,545,255,Fast,800000,Fairy,No Evolution,Audino
532,Timburr,Muscular Pokémon,None,,0.6,12.5,Fighting,None,Guts,Sheer Force,Iron Fist,75.0,25.0,75,80,55,25,35,35,305,180,Medium Slow,1059860,Human-Like,No Evolution,Timburr
533,Gurdurr,Muscular Pokémon,None,,1.2,40.0,Fighting,None,Guts,Sheer Force,Iron Fist,75.0,25.0,85,105,85,40,50,40,405,90,Medium Slow,1059860,Human-Like,Level 25,Gurdurr
534,Conkeldurr,Muscular Pokémon,None,,1.4,87.0,Fighting,None,Guts,Sheer Force,Iron Fist,75.0,25.0,105,140,95,55,65,45,505,45,Medium Slow,1059860,Human-Like,No Evolution,Conkeldurr
535,Tympole,Tadpole Pokémon,None,,0.5,4.5,Water,None,Swift Swim,Hydration,Water Absorb,50.0,50.0,50,50,40,50,40,64,294,255,Medium Slow,1059860,Water 1,No Evolution,Tympole
536,Palpitoad,Vibration Pokémon,None,,0.8,17.0,Water,Ground,Swift Swim,Hydration,Water Absorb,50.0,50.0,75,65,55,65,55,69,384,120,Medium Slow,1059860,Water 1,Level 25,Palpitoad
537,Seismitoad,Vibration Pokémon,None,,1.5,62.0,Water,Ground,Swift Swim,Poison Touch,Water Absorb,50.0,50.0,105,95,75,85,75,74,509,45,Medium Slow,1059860,Water 1,Level 36,Seismitoad
538,Throh,Judo Pokémon,None,,1.3,55.5,Fighting,None,Guts,Inner Focus,Mold Breaker,100.0,0.0,120,100,85,30,85,45,465,45,Medium Fast,1000000,Human-Like,No Evolution,Throh
539,Sawk,Karate Pokémon,None,,1.4,41.0,Fighting,None,Sturdy,Inner Focus,Mold Breaker,100.0,0.0,75,125,75,30,75,85,465,45,Medium Fast,1000000,Human-Like,No Evolution,Sawk
540,Sewaddle,Sewing Pokémon,None,,0.3,2.5,Bug,Grass,Swarm,Chlorophyll,Overcoat,50.0,50.0,45,53,70,40,60,42,310,255,Medium Slow,1059860,Bug,No Evolution,Sewaddle
541,Swadloon,Leaf-Wrapped Pokémon,None,,0.5,7.3,Bug,Grass,Leaf Guard,Chlorophyll,Overcoat,50.0,50.0,55,63,90,50,80,42,380,120,Medium Slow,1059860,Bug,Level 20,Swadloon
542,Leavanny,Nurturing Pokémon,None,,1.2,20.5,Bug,Grass,Swarm,Chlorophyll,Overcoat,50.0,50.0,75,103,80,70,80,92,500,45,Medium Slow,1059860,Bug,No Evolution,Leavanny
543,Venipede,Centipede Pokémon,None,,0.4,5.3,Bug,Poison,Poison Point,Swarm,Speed Boost,50.0,50.0,30,45,59,30,39,57,260,255,Medium Slow,1059860,Bug,No Evolution,Venipede
544,Whirlipede,Curlipede Pokémon,None,,1.2,58.5,Bug,Poison,Poison Point,Swarm,Speed Boost,50.0,50.0,40,55,99,40,79,47,360,120,Medium Slow,1059860,Bug,Level 22,Whirlipede
545,Scolipede,Megapede Pokémon,None,,2.5,200.5,Bug,Poison,Poison Point,Swarm,Speed Boost,50.0,50.0,60,100,89,55,69,112,485,45,Medium Slow,1059860,Bug,Level 30,Scolipede
546,Cottonee,Cotton Puff Pokémon,None,,0.3,0.6,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,50.0,50.0,40,27,60,37,50,66,280,190,Medium Fast,1000000,Grass,No Evolution,Cottonee
547,Whimsicott,Windveiled Pokémon,None,,0.7,6.6,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,50.0,50.0,60,67,85,77,75,116,480,75,Medium Fast,1000000,Grass,Sun Stone,Whimsicott
548,Petilil,Bulb Pokémon,None,,0.5,6.6,Grass,None,Chlorophyll,Own Tempo,Leaf Guard,0.0,100.0,45,35,50,70,50,30,280,190,Medium Fast,1000000,Grass,No Evolution,Petilil
549,Lilligant,Flowering Pokémon,None,,1.1,16.3,Grass,None,Chlorophyll,Own Tempo,Leaf Guard,0.0,100.0,70,60,75,110,75,90,480,75,Medium Fast,1000000,Grass,Sun Stone,Lilligant
549,Lilligant (Hisui),Spinning Pokémon,Hisui,,1.2,19.2,Grass,Fighting,Chlorophyll,Hustle,Leaf Guard,0.0,100.0,70,105,75,50,75,105,480,135,Medium Fast,1000000,Grass,Sun Stone in Hisui,Lilligant
550,Basculin,Hostile Pokémon,Red/Blue Striped,,1.0,18.0,Water,None,Reckless,Adaptability,Mold Breaker,50.0,50.0,70,92,65,80,55,98,460,25,Medium Fast,1000000,Water 2,No Evolution,Basculin
550,Basculin (White-Striped),Mellow Pokémon,White-Striped,,1.0,18.0,Water,None,Rattled,Adaptability,Mold Breaker,50.0,50.0,70,92,65,80,55,98,460,235,Medium Fast,1000000,Water 2,No Evolution,Basculin
551,Sandile,Desert Croc Pokémon,None,,0.7,15.2,Ground,Dark,Intimidate,Moxie,Anger Point,50.0,50.0,50,72,35,35,35,65,292,180,Medium Slow,1059860,Field,No Evolution,Sandile
552,Krokorok,Desert Croc Pokémon,None,,1.0,33.4,Ground,Dark,Intimidate,Moxie,Anger Point,50.0,50.0,60,82,45,45,45,74,351,90,Medium Slow,1059860,Field,Level 29,Krokorok
553,Krookodile,Intimidation Pokémon,None,,1.5,96.3,Ground,Dark,Intimidate,Moxie,Anger Point,50.0,50.0,95,117,80,65,70,92,519,45,Medium Slow,1059860,Field,Level 40,Krookodile
554,Darumaka,Zen Charm Pokémon,None,,0.6,37.5,Fire,None,Hustle,None,Inner Focus,50.0,50.0,70,90,45,15,45,50,315,120,Medium Slow,1059860,Field,No Evolution,Darumaka
555,Darmanitan,Blazing Pokémon,None,,1.3,92.9,Fire,None,Sheer Force,None,Zen Mode,50.0,50.0,105,140,55,30,55,95,480,60,Medium Slow,1059860,Field,Level 35,Darmanitan
555,Darmanitan (Zen),Blazing Pokémon,Zen,,1.3,92.9,Fire,Psychic,Zen Mode,None,None,50.0,50.0,105,30,105,140,105,55,540,60,Medium Slow,1059860,Field,No Evolution,Darmanitan
555,Darmanitan (Galar),Zen Charm Pokémon,Galar,,1.7,120.0,Ice,None,Gorilla Tactics,None,Zen Mode,50.0,50.0,105,140,55,30,55,95,480,60,Medium Slow,1059860,Field,Ice Stone,Darmanitan
555,Darmanitan (Galar Zen),Zen Charm Pokémon,Galar Zen,,1.7,120.0,Ice,Fire,Zen Mode,None,None,50.0,50.0,105,160,55,30,55,135,540,60,Medium Slow,1059860,Field,No Evolution,Darmanitan
556,Maractus,Cactus Pokémon,None,,1.0,28.0,Grass,None,Water Absorb,Chlorophyll,Storm Drain,50.0,50.0,75,86,67,106,67,60,461,255,Medium Fast,1000000,Grass,No Evolution,Maractus
557,Dwebble,Rock Inn Pokémon,None,,0.3,14.5,Bug,Rock,Sturdy,Shell Armor,Weak Armor,50.0,50.0,50,65,85,35,35,55,325,190,Medium Fast,1000000,Bug,No Evolution,Dwebble
558,Crustle,Stone Home Pokémon,None,,1.4,200.0,Bug,Rock,Sturdy,Shell Armor,Weak Armor,50.0,50.0,70,105,125,65,75,45,485,75,Medium Fast,1000000,Bug,Level 34,Crustle
559,Scraggy,Shedding Pokémon,None,,0.6,11.8,Dark,Fighting,Shed Skin,Moxie,Intimidate,50.0,50.0,50,75,70,35,70,48,348,180,Medium Fast,1000000,Field,No Evolution,Scraggy
560,Scrafty,Hoodlum Pokémon,None,,1.1,30.0,Dark,Fighting,Shed Skin,Moxie,Intimidate,50.0,50.0,65,90,115,45,115,58,488,90,Medium Fast,1000000,Field,Level 39,Scrafty
561,Sigilyph,Avianoid Pokémon,None,,1.4,14.0,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,50.0,50.0,72,58,80,103,80,97,490,45,Medium Fast,1000000,Flying,No Evolution,Sigilyph
562,Yamask,Spirit Pokémon,None,,0.5,1.5,Ghost,None,Mummy,None,None,50.0,50.0,38,30,85,55,65,30,303,190,Medium Fast,1000000,Mineral,No Evolution,Yamask
562,Yamask (Galar),Spirit Pokémon,Galar,,0.5,1.5,Ground,Ghost,Wandering Spirit,None,None,50.0,50.0,38,55,85,30,65,30,303,190,Medium Fast,1000000,Mineral,No Evolution,Yamask
563,Cofagrigus,Coffin Pokémon,None,,1.7,76.5,Ghost,None,Mummy,None,None,50.0,50.0,58,50,145,95,105,30,483,90,Medium Fast,1000000,Mineral,Level 34,Cofagrigus
564,Tirtouga,Prototurtle Pokémon,None,,0.7,16.5,Water,Rock,Solid Rock,Sturdy,Swift Swim,87.5,12.5,54,78,103,53,45,22,355,45,Medium Fast,1000000,Water 1,No Evolution,Tirtouga
565,Carracosta,Prototurtle Pokémon,None,,1.2,81.0,Water,Rock,Solid Rock,Sturdy,Swift Swim,87.5,12.5,74,108,133,83,65,32,495,45,Medium Fast,1000000,Water 1,Level 37,Carracosta
566,Archen,First Bird Pokémon,None,,0.5,9.5,Rock,Flying,Defeatist,None,None,87.5,12.5,55,112,45,74,45,70,401,45,Medium Fast,1000000,Flying,No Evolution,Archen
567,Archeops,First Bird Pokémon,None,,1.4,32.0,Rock,Flying,Defeatist,None,None,87.5,12.5,75,140,65,112,65,110,567,45,Medium Fast,1000000,Flying,Level 37,Archeops
568,Trubbish,Trash Bag Pokémon,None,,0.6,31.0,Poison,None,Stench,Sticky Hold,Aftermath,50.0,50.0,50,50,62,40,62,65,329,190,Medium Fast,1000000,Mineral,No Evolution,Trubbish
569,Garbodor,Trash Heap Pokémon,None,,1.9,107.3,Poison,None,Stench,Weak Armor,Aftermath,50.0,50.0,80,95,82,60,82,75,474,60,Medium Fast,1000000,Mineral,Level 36,Garbodor
570,Zorua,Tricky Fox Pokémon,None,,0.7,12.5,Dark,None,Illusion,None,None,87.5,12.5,40,65,40,80,40,65,330,75,Medium Slow,1059860,Field,No Evolution,Zorua
570,Zorua (Hisui),Spiteful Fox Pokémon,Hisui,,0.7,12.5,Normal,Ghost,Illusion,None,None,87.5,12.5,35,60,40,85,40,70,330,215,Medium Slow,1059860,Field,No Evolution,Zorua
571,Zoroark,Illusion Fox Pokémon,None,,1.6,81.1,Dark,None,Illusion,None,None,87.5,12.5,60,105,60,120,60,105,510,45,Medium Slow,1059860,Field,Level 30,Zoroark
572,Minccino,Chinchilla Pokémon,None,,0.4,5.8,Normal,None,Cute Charm,Technician,Skill Link,25.0,75.0,55,50,40,40,40,75,300,255,Fast,800000,Field,No Evolution,Minccino
573,Cinccino,Scarf Pokémon,None,,0.5,7.5,Normal,None,Cute Charm,Technician,Skill Link,25.0,75.0,75,95,60,65,60,115,470,60,Fast,800000,Field,Shiny Stone,Cinccino
574,Gothita,Fixation Pokémon,None,,0.4,5.8,Psychic,None,Frisk,Competitive,Shadow Tag,25.0,75.0,45,30,50,55,65,45,290,200,Medium Slow,1059860,Human-Like,No Evolution,Gothita
575,Gothorita,Manipulate Pokémon,None,,0.7,18.0,Psychic,None,Frisk,Competitive,Shadow Tag,25.0,75.0,60,45,70,75,85,55,390,100,Medium Slow,1059860,Human-Like,Level 32,Gothorita
576,Gothitelle,Astral Body Pokémon,None,,1.5,44.0,Psychic,None,Frisk,Competitive,Shadow Tag,25.0,75.0,70,55,95,95,110,65,490,50,Medium Slow,1059860,Human-Like,Level 41,Gothitelle
577,Solosis,Cell Pokémon,None,,0.3,1.0,Psychic,None,Overcoat,Magic Guard,Regenerator,50.0,50.0,45,30,40,105,50,20,290,200,Medium Slow,1059860,Amorphous,No Evolution,Solosis
578,Duosion,Mitosis Pokémon,None,,0.6,8.0,Psychic,None,Overcoat,Magic Guard,Regenerator,50.0,50.0,65,40,50,125,60,30,370,100,Medium Slow,1059860,Amorphous,Level 32,Duosion
579,Reuniclus,Multiplying Pokémon,None,,1.0,20.1,Psychic,None,Overcoat,Magic Guard,Regenerator,50.0,50.0,110,65,75,125,85,30,490,50,Medium Slow,1059860,Amorphous,Level 41,Reuniclus
580,Ducklett,Water Bird Pokémon,None,,0.5,5.5,Water,Flying,Keen Eye,Big Pecks,Hydration,50.0,50.0,62,44,50,44,50,55,305,190,Medium Fast,1000000,Water 1,No Evolution,Ducklett
581,Swanna,White Bird Pokémon,None,,1.3,24.2,Water,Flying,Keen Eye,Big Pecks,Hydration,50.0,50.0,75,87,63,87,63,98,473,45,Medium Fast,1000000,Water 1,Level 35,Swanna
582,Vanillite,Fresh Snow Pokémon,None,,0.4,5.7,Ice,None,Ice Body,Snow Cloak,Weak Armor,50.0,50.0,36,50,50,65,60,44,305,255,Slow,1250000,Mineral,No Evolution,Vanillite
583,Vanillish,Icy Snow Pokémon,None,,1.1,41.0,Ice,None,Ice Body,Snow Cloak,Weak Armor,50.0,50.0,51,65,65,80,75,59,395,120,Slow,1250000,Mineral,Level 35,Vanillish
584,Vanilluxe,Snowstorm Pokémon,None,,1.3,57.5,Ice,None,Ice Body,Snow Warning,Weak Armor,50.0,50.0,71,95,85,110,95,79,535,45,Slow,1250000,Mineral,Level 47,Vanilluxe
585,Deerling,Season Pokémon,None,,0.6,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,50.0,50.0,60,60,50,40,50,75,335,190,Medium Fast,1000000,Field,No Evolution,Deerling
586,Sawsbuck,Season Pokémon,None,,1.9,92.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,50.0,50.0,80,100,70,60,70,95,475,75,Medium Fast,1000000,Field,Level 34,Sawsbuck
587,Emolga,Sky Squirrel Pokémon,None,,0.4,5.0,Electric,Flying,Static,None,Motor Drive,50.0,50.0,55,75,60,75,60,103,428,200,Medium Fast,1000000,Field,No Evolution,Emolga
588,Karrablast,Clamping Pokémon,None,,0.5,5.9,Bug,None,Swarm,Shed Skin,No Guard,50.0,50.0,50,75,45,40,45,60,315,200,Medium Fast,1000000,Bug,No Evolution,Karrablast
589,Escavalier,Cavalry Pokémon,None,,1.0,33.0,Bug,Steel,Swarm,Shell Armor,Overcoat,50.0,50.0,70,135,105,60,105,20,495,75,Medium Fast,1000000,Bug,With Shelmet,Escavalier
590,Foongus,Mushroom Pokémon,None,,0.2,1.0,Grass,Poison,Effect Spore,None,Regenerator,50.0,50.0,69,55,45,55,55,15,294,190,Medium Fast,1000000,Grass,No Evolution,Foongus
591,Amoonguss,Mushroom Pokémon,None,,0.6,10.5,Grass,Poison,Effect Spore,None,Regenerator,50.0,50.0,114,85,70,85,80,30,464,75,Medium Fast,1000000,Grass,Level 39,Amoonguss
592,Frillish,Floating Pokémon,None,,1.2,33.0,Water,Ghost,Water Absorb,Cursed Body,Damp,50.0,50.0,55,40,50,65,85,40,335,190,Medium Fast,1000000,Amorphous,No Evolution,Frillish
593,Jellicent,Floating Pokémon,None,,2.2,135.0,Water,Ghost,Water Absorb,Cursed Body,Damp,50.0,50.0,100,60,70,85,105,60,480,60,Medium Fast,1000000,Amorphous,Level 40,Jellicent
594,Alomomola,Caring Pokémon,None,,1.2,31.6,Water,None,Healer,Hydration,Regenerator,50.0,50.0,165,75,80,40,45,65,470,75,Fast,800000,Water 1,No Evolution,Alomomola
595,Joltik,Attaching Pokémon,None,,0.1,0.6,Bug,Electric,Compound Eyes,Unnerve,Swarm,50.0,50.0,50,47,50,57,50,65,319,190,Medium Fast,1000000,Bug,No Evolution,Joltik
596,Galvantula,EleSpider Pokémon,None,,0.8,14.3,Bug,Electric,Compound Eyes,Unnerve,Swarm,50.0,50.0,70,77,60,97,60,108,472,75,Medium Fast,1000000,Bug,Level 36,Galvantula
597,Ferroseed,Thorn Seed Pokémon,None,,0.6,18.8,Grass,Steel,Iron Barbs,None,None,50.0,50.0,44,50,91,24,86,10,305,255,Medium Fast,1000000,Grass,No Evolution,Ferroseed
598,Ferrothorn,Thorn Pod Pokémon,None,,1.0,110.0,Grass,Steel,Iron Barbs,None,Anticipation,50.0,50.0,74,94,131,54,116,20,489,90,Medium Fast,1000000,Grass,Level 40,Ferrothorn
599,Klink,Gear Pokémon,None,,0.3,21.0,Steel,None,Plus,Minus,Clear Body,0.0,0.0,40,55,70,45,60,30,300,130,Medium Slow,1059860,Mineral,No Evolution,Klink
600,Klang,Gear Pokémon,None,,0.6,51.0,Steel,None,Plus,Minus,Clear Body,0.0,0.0,60,80,95,70,85,50,440,60,Medium Slow,1059860,Mineral,Level 38,Klang
601,Klinklang,Gear Pokémon,None,,0.6,81.0,Steel,None,Plus,Minus,Clear Body,0.0,0.0,60,100,115,70,85,90,520,30,Medium Slow,1059860,Mineral,Level 49,Klinklang
602,Tynamo,EleFish Pokémon,None,,0.2,0.3,Electric,None,Levitate,None,None,50.0,50.0,35,55,40,45,40,60,275,190,Slow,1250000,Amorphous,No Evolution,Tynamo
603,Eelektrik,EleFish Pokémon,None,,1.2,22.0,Electric,None,Levitate,None,None,50.0,50.0,65,85,70,75,70,40,405,60,Slow,1250000,Amorphous,Level 39,Eelektrik
604,Eelektross,EleFish Pokémon,None,,2.1,80.5,Electric,None,Levitate,None,None,50.0,50.0,85,115,80,105,80,50,515,30,Slow,1250000,Amorphous,Thunder Stone,Eelektross
605,Elgyem,Cerebral Pokémon,None,,0.5,9.0,Psychic,None,Telepathy,Synchronize,Analytic,50.0,50.0,55,55,55,85,55,30,335,255,Medium Fast,1000000,Human-Like,No Evolution,Elgyem
606,Beheeyem,Cerebral Pokémon,None,,1.0,34.5,Psychic,None,Telepathy,Synchronize,Analytic,50.0,50.0,75,75,75,125,95,40,485,90,Medium Fast,1000000,Human-Like,Level 42,Beheeyem
607,Litwick,Candle Pokémon,None,,0.3,3.1,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,50.0,50.0,50,30,55,65,55,20,275,190,Medium Slow,1059860,Amorphous,No Evolution,Litwick
608,Lampent,Lamp Pokémon,None,,0.6,13.0,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,50.0,50.0,60,40,60,95,60,55,370,90,Medium Slow,1059860,Amorphous,Level 41,Lampent
609,Chandelure,Luring Pokémon,None,,1.0,34.3,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,50.0,50.0,60,55,90,145,90,80,520,45,Medium Slow,1059860,Amorphous,Dusk Stone,Chandelure
610,Axew,Tusk Pokémon,None,,0.6,18.0,Dragon,None,Rivalry,Mold Breaker,Unnerve,50.0,50.0,46,87,60,30,40,57,320,75,Slow,1250000,Monster,No Evolution,Axew
611,Fraxure,Axe Jaw Pokémon,None,,1.0,36.0,Dragon,None,Rivalry,Mold Breaker,Unnerve,50.0,50.0,66,117,70,40,50,67,410,60,Slow,1250000,Monster,Level 38,Fraxure
612,Haxorus,Axe Jaw Pokémon,None,,1.8,105.5,Dragon,None,Rivalry,Mold Breaker,Unnerve,50.0,50.0,76,147,90,60,70,97,540,45,Slow,1250000,Monster,Level 48,Haxorus
613,Cubchoo,Chill Pokémon,None,,0.5,8.5,Ice,None,Snow Cloak,Slush Rush,Rattled,50.0,50.0,55,70,40,60,40,40,305,120,Medium Fast,1000000,Field,No Evolution,Cubchoo
614,Beartic,Freezing Pokémon,None,,2.6,260.0,Ice,None,Snow Cloak,Slush Rush,Swift Swim,50.0,50.0,95,130,80,70,80,50,505,60,Medium Fast,1000000,Field,Level 37,Beartic
615,Cryogonal,Crystallizing Pokémon,None,,1.1,148.0,Ice,None,Levitate,None,None,0.0,0.0,80,50,50,95,135,105,515,25,Medium Fast,1000000,Mineral,No Evolution,Cryogonal
616,Shelmet,Snail Pokémon,None,,0.4,7.7,Bug,None,Hydration,Shell Armor,Overcoat,50.0,50.0,50,40,85,40,65,25,305,200,Medium Fast,1000000,Bug,No Evolution,Shelmet
617,Accelgor,Shell Out Pokémon,None,,0.8,25.3,Bug,None,Hydration,Sticky Hold,Unburden,50.0,50.0,80,70,40,100,60,145,495,75,Medium Fast,1000000,Bug,With Karrablast,Accelgor
618,Stunfisk,Trap Pokémon,None,,0.7,11.0,Ground,Electric,Static,Limber,Sand Veil,50.0,50.0,109,66,84,81,99,32,471,75,Medium Fast,1000000,Water 1,No Evolution,Stunfisk
